Country,Date,Year,Type,Area,Location,Activity,Sex ,Age,Injury,Fatal_Y_N,Time,Species ,Month
USA,3/28/2008,2008.0,Unprovoked,Florida,"Near Cocoa Beach, Brevard  County",Boogie Boarding,M,0,Right foot bitten,N,,a small shark,03
USA,3/23/2008,2008.0,Unprovoked,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,13,Three small lacerations/ punctures to right foot,N,11h30,2.5' shark,03
USA,3/21/2008,2008.0,Unprovoked,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,M,14,Two 3-inch lacerations to right ankle,N,15h53,,03
USA,3/15/2008,2008.0,Unprovoked,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,M,8,Minor injury,N,Afternoon,Shark involvement not confirmed,03
USA,3/7/2008,2008.0,Unprovoked,California," Huntington Beach, Orange County",Surfing,M,27,"No injury to surfer, surfboard bitten by the shark",N,08h00,White shark,03
BAHAMAS,2/24/2008,2008.0,Unprovoked,Northern Bahamas,"Dive site known as ""The End of the Map""",Diving,M,49,"Leg bitten, FATAL",Y,10h00,"A bull shark, according to some of the divers on the boat",02
FRENCH POLYNESIA,Reported 21-Feb-2008,2008.0,Unprovoked,Society Islands,Tahiti,Spearfishing,M,26,Lacerations to face,N,,,02
USA,2/15/2008,2008.0,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,25,Lacerations to foot,N,17h00,,02
AUSTRALIA,2/7/2008,2008.0,Unprovoked,New South Wales,Horseshoe Bay,Surfing,F,14,Abrasions to elbow; collided with shark,N,,1 m shark,02
USA,2/6/2008,2008.0,Unprovoked,Florida,"Opposite Patrick Air Force Base, Brevard County",Surf-skiing,M,0,Lacerations to foot,N,,3' shark,02
SOUTH AFRICA,1/29/2008,2008.0,Unprovoked,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",Surf-skiing,M,42,"No injury to surf-skiier, shark holed ski",N,,"Blacktip shark, 2m",01
USA,1/10/2008,2008.0,Unprovoked,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,20,Left foot bitten,N,,a small shark,01
MEXICO,Summer-2008,2008.0,Unprovoked,Baja California,Playas de Tijuana,Surfing,M,26,Leg bitten,N,,Possibly a hammerhead shark,00
ECUADOR,12/21/2007,2007.0,Unprovoked,Galapagos Islands,San Cristobal Island,Surfing,M,24,Lacerations & puncture wounds  to left thigh,N,,3 m shark,12
AUSTRALIA,12/18/2007,2007.0,Unprovoked,New South Wales,Jimmy's Beach,Surfing,M,31,Severe lacerations to right buttock,N,11h00,2 m shark,12
AUSTRALIA,12/15/2007,2007.0,Unprovoked,Queensland,South Stradbroke Island,Swimming,M,teen,Lacerations to hand,N,,"""a small shark""",12
USA,12/10/2007,2007.0,Unprovoked,Hawaii,"Waialua Bay, O'ahu",Surfing,M,52,"No injury, shark bit surfboard ",N,"""Just before 11h00""",Tiger shark,12
NEW ZEALAND,12/9/2007,2007.0,Unprovoked,South Island,Kaikoura,Surfing,F,0,"No injury, shark bit surfboard & severed leash",N,,,12
BRAZIL,12/7/2007,2007.0,Unprovoked,Pernambuco,Itamaracá,Removing fish from a trap,M,28,20 cm injury to left foot,N,,2.27 m shark,12
AUSTRALIA,11/8/2007,2007.0,Unprovoked,New South Wales,"Wategos Beach, Byon Bay",Surfing,M,0,"No injury, teethmarks in board & torn wetsuit",N,14h20,,11
SOUTH AFRICA,11/7/2007,2007.0,Unprovoked,Western Cape Province,The Strand,Surfing,M,14,Lacerations to feet,N,17h30,1.5 to 2 m shark,11
USA,11/6/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cut to right knee,N,11h115,4' to 5' shark,11
USA,11/4/2007,2007.0,Unprovoked,Florida,"Round Island Park, Indian River County",Surfing,M,42,Lacerations to right leg,N,09h00,5' shark,11
SOUTH AFRICA,11/3/2007,2007.0,Unprovoked,Eastern Cape Province,Bonza Bay,Surfing,M,37,Lacerations to thigh,N,08h45,"White shark, 3m to 4m",11
USA,10/29/2007,2007.0,Unprovoked,Hawaii,"Wailea, Maui",Floating,M,32,Lacerations to left lower leg,N,15h30,Tiger shark,10
AUSTRALIA,10/15/2007,2007.0,Unprovoked,New South Wales,Byron Bay,Surf-skiing,F,52,small laceration to wrist,N,11h30,"White shark, 2.5m ",10
AUSTRALIA,10/13/2007,2007.0,Unprovoked,Queensland,Holmes Reef,Spearfishing,M,31,Laceration to calf,N,12h00,Bronze whaler shark,10
USA,10/7/2007,2007.0,Unprovoked,California,"Venice Pier, Venice, Los Angeles County",Surfing,M,22,4 scratches on left hand,N,20h30,3' to 4' shark,10
USA,10/6/2007,2007.0,Unprovoked,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,16,Severe lacerations to right hand,N,08h10,"Blacktip shark, 5'",10
USA,9/30/2007,2007.0,Unprovoked,California,"Santa Monica, Los Angeles County",Surfing,M,0,Puncture wound to foot,N,11h30,,09
NEW CALEDONIA,9/30/2007,2007.0,Unprovoked,Loyalty Islands,"Bay of Luengoni, Lifou Island",Swimming,F,23,FATAL,Y,Early morning,Tiger shark,09
BAHAMAS,9/28/2007,2007.0,Unprovoked,Grand Bahama Island,Sweetings Cay,Spearfishing,F,48,Thigh bitten,N,12h00,Caribbean reef shark,09
USA,9/27/2007,2007.0,Unprovoked,California,"Moonstone Beach, Humboldt County",Surfing,F,0,"No injury to surfer, surfboard bitten",N,08h15,White shark,09
EGYPT,9/27/2007,2007.0,Unprovoked,Red Sea,Daedalus Reef ,Swimming,F,18 or 20,"Severe lacerations to lower left leg, ankle and foot",N,07h00,Oceanic whitetip sharks were in the vicinity,09
USA,9/22/2007,2007.0,Unprovoked,Florida,Huguenot Park,Surfing,F,0,Laceration to foot,N,,4' shark,09
USA,9/20/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Small lacerations to bottom of right big toe,N,18h20,3' shark,09
SOLOMON ISLANDS,9/17/2007,2007.0,Unprovoked,Marovo Lagoon,Kicha Island,Spearfishing,M,0,Left thigh bitten,N,Dusk,Gray reef shark,09
USA,9/16/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading?,M,56,Laceration to right heel,N,11h15,,09
USA,9/16/2007,2007.0,Unprovoked,Florida,"Flagler Beach, Flagler County",Surfing,F,Teen,"No injury, surfboard bitten",N,Early morning,9.5' shark?,09
USA,9/13/2007,2007.0,Unprovoked,Florida,"Lauderdale-by-the-Sea, Broward County",Snorkeling,M,14,"Minor injury, shark latched onto his abdomen",N,16h00,"Nurse shark, 2' to 3' ",09
USA,9/8/2007,2007.0,Unprovoked,Florida,"Pepper Park Beach, St. Lucie County",Wading,F,58,Puncture wounds & 2-inch laceration to calf,N,11h45,,09
USA,9/5/2007,2007.0,Unprovoked,Florida,"Daytona Beach, Volusia County",Wading,F,36,Laceration to right big toe,N,13h42,,09
USA,9/4/2007,2007.0,Unprovoked,South Carolina,Sullivan's Island,Standing,M,15,Lacerations to left calf and both feet ,N,18h30,,09
USA,9/3/2007,2007.0,Unprovoked,Florida,"Daytona Beach, Volusia County",Jumping,F,12,Tiny punctures to arm,N,Morning,"18"" to 24"" shark",09
USA,9/3/2007,2007.0,Unprovoked,Florida,"Fort Lauderdale, Broward County",Swimming,M,58,"3"" laceration to left forearm",N,09h45,Possibly a spinner shark,09
USA,8/28/2007,2007.0,Unprovoked,Hawaii,"Ka'a'awa, Oahu",Body boarding,M,15,Laceration to right heel,N,16h30,"Tiger shark, 10' to 12' ",08
USA,8/28/2007,2007.0,Unprovoked,California,"Marina State Beach, Monterey County",Surfing,M,24,Lacerations to thigh & torso,N,10h45,"White shark, 12'",08
USA,8/26/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,54,Left hand  bitten,N,14h00,3' shark,08
USA,8/25/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27, 6 lacerations to left hand,N,Morning,3' shark,08
USA,8/19/2007,2007.0,Unprovoked,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Swimming,M,52,Torso bitten,N,20h15,,08
USA,8/19/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Foot bitten,N,12h39,4' to 5' shark,08
USA,8/19/2007,2007.0,Unprovoked,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,M,7,Right calf bitten,N,10h00,,08
USA,8/15/2007,2007.0,Unprovoked,Florida,Sarasota Bay,Floating near boat & observing bioluminesce,M,20,Puncture wounds to torso,N,Night,Possibly a 6' bull shark,08
USA,8/12/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming,F,15,"Minor injury, small lacerations to right foot",N,17h35, ,08
USA,8/11/2007,2007.0,Unprovoked,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,19,"Minor injury, lacerations to left ankle & foot ",N,18h00,,08
USA,8/9/2007,2007.0,Unprovoked,South Carolina,"Isle of Palms, Charleston County",Swimming,M,30,Lacerations to right foot,N,16h40,,08
USA,8/9/2007,2007.0,Unprovoked,South Carolina,"Isle of Palms, Charleston County",Boogie Boarding,M,9,Lacerations to lower leg & ankle,N,14h00,,08
USA,8/7/2007,2007.0,Unprovoked,Florida,"Islamorada, Monroe County",Jumped into the water,F,19,Lacerations to arm,N,Afternoon,Possibly a 10' bull shark,08
USA,7/29/2007,2007.0,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,51,Minor injury to shoulder,N,Afternoon,,07
USA,7/28/2007,2007.0,Unprovoked,California,"Imperial Beach, San Diego County",Surfing,M,20,"No injury, shark bit surfboard",N,23h00,,07
USA,7/22/2007,2007.0,Unprovoked,California,"Malibu, Los Angeles County",Surf paddling,M,0,"No injury, surfboard bumped by shark for 20 minutes",N,,"White shark, 12' ",07
USA,19-Jul-2007.b,2007.0,Unprovoked,Hawaii,"Bellows Beach near Wailea Point, O’ahu",Snorkeling,M,36,Left calf severely bitten,N,15h15, ,07
AUSTRALIA,19-Jul-2007.a,2007.0,Unprovoked,Territory of Cocos (Keeling) Islands,Direction Island,Wading,M,15,Calf bitten,N,11h00,"Bronze whaler shark, 1.5 m ",07
USA,7/18/2007,2007.0,Unprovoked,North Carolina,"North Topsail Beach, Onslow  County",Swimming,M,14,Right calf bitten,N,12h30,2' to 3' shark,07
USA,7/17/2007,2007.0,Unprovoked,North Carolina,"Atlantic Beach, Carteret County",Wading,F,30,Lacerations to right thigh & left foot,N,13h00,5' shark,07
BAHAMAS,7/10/2007,2007.0,Unprovoked,Abaco Islands,Allan-Pensacola Cay,Spearfishing,F,48,"Lacerations to thumb, ring and pinky fingers of right hand ",N,11h00,"Bull shark, 5' ",07
USA,7/5/2007,2007.0,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,18,Right foot bitten,N,16h00,,07
REUNION,7/4/2007,2007.0,Unprovoked,other,Boucan Canot,Body boarding,M,17,Minor injuries to thigh & knee ,N,14h30,2 m shark,07
USA,6/30/2007,2007.0,Unprovoked,California,"Will Rogers State Beach, Los Angeles County",Swimming,F,0,Hand bitten,N,10h00,,06
USA,6/25/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,6 to 8 puncture wounds to right hand,N,17h30,4' shark,06
USA,6/24/2007,2007.0,Unprovoked,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,M,0,"No injury, board damaged",N,07h05,Tiger shark,06
USA,6/12/2007,2007.0,Unprovoked,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,F,0,Right foot bitten,N,11h00,3' to 4' shark,06
AUSTRALIA,6/5/2007,2007.0,Unprovoked,New South Wales,"Shelly Beach, Crescent Head",Surfing,M,0,Lacerations to leg & ankle,N,Sunset,,06
USA,5/26/2007,2007.0,Unprovoked,South Carolina,Garden City,Wading,F,0,Lacerations to lower leg,N,17h00,,05
AUSTRALIA,5/16/2007,2007.0,Unprovoked,Western Australia,"Warra Beach, Coral Bay",Wading,F,38,Left heel & calf bitten,N,14h30,2.5 m shark,05
AUSTRALIA,5/12/2007,2007.0,Unprovoked,Victoria,Warrnambool,Surfing,M,19,"No injury, shark's fin caught his leg",N,17h45,10' shark,05
USA,5/10/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,21,Knee bitten,N,16h00,4' to 5' shark,05
SEYCHELLES,Reported 09-May-2007,2007.0,Unprovoked,Bird Island,other,Snorkeling,M,0,No injury,N,,"White shark, 2m ",05
USA,5/7/2007,2007.0,Unprovoked,Hawaii,"Keawakapu Beach, Maui",Snorkeling,F,63,Right foot bitten,N,08h30,"Tiger shark, 14' ",05
USA,5/7/2007,2007.0,Unprovoked,Florida,Naples,Swimming,M,68,Circular bite on left thigh,N,08h30,6' to 8' shark,05
AUSTRALIA,4/26/2007,2007.0,Unprovoked,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming / jumping off a jetty,F,13,Lower leg & foot injured,N,18h00,"""a small shark""",04
USA,4/22/2007,2007.0,Unprovoked,Florida,"Hutchinson Island, St. Lucie County",Body boarding,M,12,Left foot bitten,N,12h30,blacktip or spinner shark,04
USA,4/20/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Lacerations to left index finger & thumb ,N,17h00,3' to 4' shark,04
NEW CALEDONIA,4/9/2007,2007.0,Unprovoked,South Province,Dumbéa,Surfing,M,26,Left foot bitten,N,16h00,Tiger shark,04
USA,4/1/2007,2007.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,M,7,Lacerations & puncture wounds to right calf,N,13h05,,04
USA,3/31/2007,2007.0,Unprovoked,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,27,Lacerations to right ankle ,N,14h20,3' shark,03
USA,3/31/2007,2007.0,Unprovoked,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",other,M,9,Minor cuts to right buttock & thigh,N,13h20,,03
YEMEN,3/22/2007,2007.0,Unprovoked,Muhafazat Hadramawt,Ras-Alkalb,Murder,UNKNOWN,0,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,Morning,,03
USA,3/21/2007,2007.0,Unprovoked,Florida,Jupiter Inlet,Surfing,M,11,Punctures & lacerations to right calf & calf,N,Evening,4' to 5' shark,03
AUSTRALIA,3/20/2007,2007.0,Unprovoked,New South Wales,South Golden Beach,Surfing,F,42,Lacerations to 3 fingers of left hand ,N,10h00,1.5 m shark,03
AUSTRALIA,3/12/2007,2007.0,Unprovoked,Queensland,"Moore Park, north of Bundaberg",Swimming,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,15h30,2 to 2.5 m shark,03
USA,3/11/2007,2007.0,Unprovoked,Florida,"Tiger Shores Beach, Martin County",Surfing,M,29,Lacerations to right forearm & hand,N,13h00,,03
AUSTRALIA,2/3/2007,2007.0,Unprovoked,New South Wales,Shelly Beach,Boogie Boarding,M,26,Lacerations to  lower left leg & ankle ,N,08h00,,02
NEW CALEDONIA,2/7/2022,2007.0,Unprovoked,Loyalty Islands,Ouvéa,Spearfishing,M,0,Survived,N,,,02
NEW CALEDONIA,1/25/2007,2007.0,Unprovoked,North Province,Kaala-Gomen ,Spearfishing (free diving),M,30,Leg bitten,N,14h00,Tiger shark,01
AUSTRALIA,1/23/2007,2007.0,Unprovoked,New South Wales,Cape Howe,Diving,M,41,Head & torso bitten,N,10h30,"White shark, 3m",01
SOUTH AFRICA,1/14/2007,2007.0,Unprovoked,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,M,24,"Presumed FATAL, body not recovered",Y,Afternoon,Tiger shark,01
AUSTRALIA,1/9/2007,2007.0,Unprovoked,New South Wales,Sandbar Beach,Surfing,M,0,"No injury, shark damaged surfboard",N,06h30,2.4 m shark,01
USA,1/1/2007,2007.0,Unprovoked,Hawaii,"Majors Bay, Kaua'i",Surfing,M,24,"No injury, shark removed piece of surfboard",N,10h15,"6' to 8' shark, possibly a tiger shark",01
AUSTRALIA,12/18/2006,2006.0,Unprovoked,Victoria,"Winki Pop, Bells Beach",Surfing,M,25,Left leg bitten,N,20h00,2.5 to 3 m shark,12
NEW ZEALAND,12/11/2006,2006.0,Unprovoked,North Island,"Raglan, Manu Bay",Surfing,M,10,Foot bitten,N,11h00,2 to 3 m shark,12
USA,12/10/2006,2006.0,Unprovoked,California,"Dillon Beach, Marin County",Surfing,M,43,"Minor injuries, surfboard bitten",N,11h50,"White shark, 12' to 15' ",12
AUSTRALIA,12/2/2006,2006.0,Unprovoked,Western Australia,Wharton Beach,Body boarding,M,15,"Right leg severed, left leg lacerated",N,07h30,"White shark, 5m ",12
USA,11/11/2006,2006.0,Unprovoked,Hawaii,"Kihei, Maui",Swimming,M,29,Laceration to left thigh & left hand,N,12h30,2 m to 3 m shark,11
USA,10/31/2006,2006.0,Unprovoked,Oregon,"Siletz River mouth, Lincoln County",Surfing,M,22,"No injury, surfboard bitten",N,Just before sundown,"White shark, 16' ",10
USA,10/16/2006,2006.0,Unprovoked,Florida,Sebastian Inlet,Fishing,M,15,Lower right leg and foot bitten,N,,,10
USA,10/10/2006,2006.0,Unprovoked,Florida,"Daytona Beach, Volusia County",Surfing,M,20,Left ankle bitten,N,11h30,,10
USA,10/7/2006,2006.0,Unprovoked,Texas,"Isla Blanca Park, South Padre Island",Surfing,M,0,Lacerations to lower left leg,N,,1' to 4' shark,10
USA,10/5/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,M,18,Lacerations to foot,N,12h00,3' to 3.5' shark,10
BAHAMAS,10/6/2022,2006.0,Unprovoked,New Providence Island,Nassau,Free diving / modeling,F,26,Puncture wounds to left foot,N,,,10
GULF OF ADEN,10/6/2022,2006.0,Unprovoked,Between Somalia & Yemen,other,Murder,UNKNOWN,0,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,,,10
USA,9/29/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Big toe bitten,N,,,09
USA,9/16/2006,2006.0,Unprovoked,North Carolina,Onslow Beach,Surfing,M,16,Laceration to left thigh,N,Morning,,09
USA,9/14/2006,2006.0,Unprovoked,Florida,"Singer Island, Riviera Beach",Swimming,M,55,Minor injury to left hand,N,14h00,Spinner shark,09
USA,9/11/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Left torso grazed,N,,5' shark,09
BRAZIL,9/3/2006,2006.0,Unprovoked,other,other,other,M,20,FATAL,Y,13h00,,09
USA,9/3/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Standing,M,33,Puncture wounds and cuts to right thigh,N,17h30,3' shark,09
USA,9/2/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming,M,12 or 13,Arm bitten,N,17h55,,09
SOUTH AFRICA,9/2/2006,2006.0,Unprovoked,Western Cape Province,Noordhoek,Surfing,M,37,"No injury, shark rammed surfboard",N,,"White shark, 3.5m ",09
USA,8/29/2006,2006.0,Unprovoked,Oregon,"Florence, Lane County",Surfing,M,23,Laceration & puncture wounds to foot,N,Sunset,,08
AUSTRALIA,8/29/2006,2006.0,Unprovoked,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,0,"No injury, shark towed  surfer & board",N,16h00,"Bronze whaler shark, 6'",08
REUNION,8/27/2006,2006.0,Unprovoked,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,M,27,Laceration to right calf & heel,N,18h00,,08
REUNION,8/20/2006,2006.0,Unprovoked,Saint-Pierre,Pointe du Diable,Surfing,M,34,FATAL,Y,11h00,,08
SOUTH AFRICA,8/15/2006,2006.0,Unprovoked,Western Cape Province,Danger Reef,Surfing,M,0,"No injury, surfboard leash severed",N,,5 m shark,08
SOUTH AFRICA,8/13/2006,2006.0,Unprovoked,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,M,24,Foot severed,N,11h00,White shark,08
USA,8/6/2022,2006.0,Unprovoked,North Carolina,"Masonboro Island, New Hanover County",Wading,F,59,Lacerations & punctures to left foot,N,12h00,,08
REUNION,Early Aug-2006,2006.0,Unprovoked,other,Le Port,Spearfishing,M,0,Thigh bitten,N,,"Bull shark, 1.5m ",08
USA,7/31/2006,2006.0,Unprovoked,Oregon,Oswald State Park,Surfing,M,41,Minor injury,N,16h00,White shark?,07
USA,7/29/2006,2006.0,Unprovoked,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,15,Foot bitten,N,,,07
SOUTH AFRICA,7/28/2006,2006.0,Unprovoked,Western Cape Province,Fish Hoek,Surf-skiing,M,19,"No injury, surf ski bitten",N,16h30,"White shark, 3m to 4m",07
USA,7/25/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor lacerations to right foot,N,13h45, ,07
USA,7/23/2006,2006.0,Unprovoked,Texas,"Sargent Beach, Matagorda County",Surf fishing,M,0,Right foot bitten,N,,"Bull shark, 4' to 5' ",07
USA,7/17/2006,2006.0,Unprovoked,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,49,Left ankle & foot bitten,N,10h00,"Angel shark, 1.2m ",07
USA,7/12/2006,2006.0,Unprovoked,South Carolina,"Kiawah Island, Charleston County",Swimming,F,21,Ankle & foot bitten,N,13h30,,07
BRAZIL,7/10/2006,2006.0,Unprovoked,Pernambuco,Body recovered at Goiana,other,M,0,FATAL,Y,,Bull or tiger shark,07
USA,7/9/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Dorsum of left foot bitten,N,17h00,,07
USA,09-Jul-2006.,2006.0,Unprovoked,Florida,"Ponte Vedra Beach, St Johns County",Walking,M,11,Lower leg & ankle bitten,N,13h00,,07
USA,7/8/2006,2006.0,Unprovoked,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,14,Foot bitten,N,11h00,5' to 6' spinner or bull shark,07
USA,7/8/2006,2006.0,Unprovoked,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,13,Right calf bitten,N,13h00,,07
USA,7/6/2022,2006.0,Unprovoked,Florida,"Florida Keys, Monroe County",Spearfishing,F,28,Lacerations & puncture wound  to arm,N,,"1.8 m blacktip ""reef"" shark",06
USA,7/6/2022,2006.0,Unprovoked,Florida,"Florida Keys, Monroe County",Spearfishing,M,35,Minor injuries,N,,"1.8 m blacktip ""reef"" shark",06
USA,6/27/2006,2006.0,Unprovoked,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,9,Right calf bitten,N,11h10,,06
BAHAMAS,6/24/2006,2006.0,Unprovoked,Andros Islands,Mangrove Cay,Spearfishing,M,25,Right arm severely bitten,N,13h00,,06
USA,6/20/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,22,2-inch puncture wounds on right foot,N,13h00,Possibly a 1' to 3' blacktip or spinner shark,06
BRAZIL,6/18/2006,2006.0,Unprovoked,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,M,27,Left thigh bitten FATAL,Y,09h00,,06
USA,6/17/2006,2006.0,Unprovoked,California,"Monterey, Monterey County",Scuba diving,M,43,"No injury, shark bit scuba tank boot",N,11h10,,06
USA,6/15/2006,2006.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Four 1-inch puncture wounds on left foot ,N,15h30,2' to 3' shark,06
USA,6/7/2006,2006.0,Unprovoked,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7,Lacerations & puncture wounds to left foot & buttocks,N,13h45,3' to 4' shark,06
AUSTRALIA,6/5/2006,2006.0,Unprovoked,South Australia,Waitpinga,Surfing,M,40,"No injury, knocked off surfboard",N,11h30,14' white shark,06
